机构名称,统一社会信用代码,Excel等级(原始),Excel等级(标准),DB等级,DB记录ID
永嘉县桥头镇社区卫生服务中心梨村社区卫生服务站,TE3303243300249970,未定级,无等级,未定级,50066.0
永嘉县桥头镇社区卫生服务中心白云社区卫生服务站,TE3303243300241140,未定级,无等级,未定级,49812.0
永嘉县桥头镇窑底村卫生室,TE3303243300248300,未定级,无等级,未定级,50011.0
永嘉县桥头镇街头村卫生室,TE3303243300239290,未定级,无等级,未定级,50044.0
永嘉县桥头镇谷联村卫生室,TE3303243300253500,未定级,无等级,未定级,50020.0
永嘉县桥头镇谷联村卫生室（二）,TE3303243300250380,未定级,无等级,未定级,50043.0
永嘉县桥头镇金村村卫生室,TE3303243300236250,未定级,无等级,未定级,50059.0
永嘉县桥头镇黄坦村卫生室,TE3303243300210630,未定级,无等级,未定级,50057.0
永嘉县桥头镇黄堡村卫生室,TE3303243300447620,未定级,无等级,未定级,50052.0
永嘉县江北街道珠岙村卫生室,TE3303243300449200,未定级,无等级,未定级,49901.0
永嘉县沙头镇东光村卫生室,TE3303243300581660,未定级,无等级,未定级,49847.0
永嘉县沙头镇东川村卫生室,123303247434540033,未定级,无等级,未定级,49846.0
永嘉县沙头镇响山村卫生室,TE3303243300233850,未定级,无等级,未定级,50003.0
永嘉县沙头镇福利村卫生室,TE3303243300543180,未定级,无等级,未定级,49999.0
永嘉县沙头镇西垟村卫生室,TE3303243300240610,未定级,无等级,未定级,50008.0
永嘉县沙头镇黄村卫生室,TE3303243300244710,未定级,无等级,未定级,50005.0
永嘉县渠口乡石柱村卫生室,TE3303243300252820,未定级,无等级,未定级,49994.0
永嘉县溪下乡陈山头村卫生室,12330324742024693N,未定级,无等级,未定级,49919.0
永嘉县瓯北街道东方村卫生室,TE3303243300222780,未定级,无等级,未定级,49956.0
永嘉县瓯北街道东瓯社区卫生服务中心,12330324070688699E,未定级,无等级,未定级,50038.0
永嘉县瓯北街道创新社区卫生室,TE3303243300526300,未定级,无等级,未定级,49840.0
永嘉县瓯北街道创新社区卫生室（二）,TE3303243300547650,未定级,无等级,未定级,50013.0
永嘉县瓯北街道和三社区卫生室,TE3303243300549180,未定级,无等级,未定级,49850.0
永嘉县瓯北街道和二社区卫生室,TE3303243300552260,未定级,无等级,未定级,49795.0
永嘉县瓯北街道安丰村卫生室,TE3303243300224520,未定级,无等级,未定级,49841.0
永嘉县瓯北街道河田村卫生室,TE3303243300244270,未定级,无等级,未定级,50001.0
永嘉县瓯北街道浦一村卫生室,TE3303243300433490,未定级,无等级,未定级,49726.0
永嘉县瓯北街道浦西村卫生室（一）,TE3303243300226080,未定级,无等级,未定级,49876.0
永嘉县瓯北街道浦西村卫生室（三）,TE3303243300523000,未定级,无等级,未定级,49878.0
永嘉县瓯北街道社区卫生服务中心罗浮社区卫生服务站,12330324735241518P,未定级,无等级,未定级,49740.0
永嘉县瓯北街道罗浮村卫生室,TE3303243300198490,未定级,无等级,未定级,49804.0
永嘉县瓯北街道罗浮村卫生室（三）,TE3303243300458470,未定级,无等级,未定级,49819.0
永嘉县瓯北街道罗浮村卫生室（四）,TE3303243300498830,未定级,无等级,未定级,49929.0
永嘉县瓯北街道花岙村卫生室,TE3303243300250040,未定级,无等级,未定级,49801.0
永嘉县瓯北街道花岙社区卫生室（二）,TE3303243300242600,未定级,无等级,未定级,49920.0
永嘉县瓯北街道蔡桥村卫生室,TE3303243300252890,未定级,无等级,未定级,49856.0
永嘉县瓯北街道金瓯村卫生室,TE3303243300251480,未定级,无等级,未定级,49939.0
永嘉县瓯北街道龙桥村卫生室,TE3303243300225660,未定级,无等级,未定级,49836.0
永嘉县瓯北街道龙桥社区卫生室（三）,TE3303243300562340,未定级,无等级,未定级,49750.0
永嘉县瓯北镇五星村卫生室,TE3303243300199490,未定级,无等级,未定级,49879.0
永嘉县瓯北镇前牌村卫生室,TE3303243300224330,未定级,无等级,未定级,49849.0
永嘉县瓯北镇堡二村卫生室,TE3303243300248690,未定级,无等级,未定级,49802.0
永嘉县瓯北镇塘头村卫生室(二),TE3303243300246980,未定级,无等级,未定级,49729.0
永嘉县瓯北镇塘头村卫生室,TE3303243300248030,未定级,无等级,未定级,49969.0
永嘉县瓯北镇新桥村卫生室,TE3303243300218450,未定级,无等级,未定级,49962.0
永嘉县瓯北镇林垟村卫生室,TE3303243300244790,未定级,无等级,未定级,50026.0
永嘉县瓯北镇浦二村卫生室,TE3303243300236710,未定级,无等级,未定级,49827.0
永嘉县瓯北镇浦西村卫生室(二),TE3303243300243030,未定级,无等级,未定级,49782.0
永嘉县瓯北镇王家圩村卫生室,TE3303243300247070,未定级,无等级,未定级,49875.0
永嘉县瓯北镇白水村卫生室,TE3303243300233530,未定级,无等级,未定级,49904.0
永嘉县瓯北镇码道村卫生室,TE3303243300240710,未定级,无等级,未定级,49738.0
永嘉县瓯北镇礁下村卫生室,TE3303243300249720,未定级,无等级,未定级,49754.0
永嘉县瓯北镇社区卫生服务中心创新社区卫生服务站,TE3303243300247580,未定级,无等级,未定级,49820.0
永嘉县瓯北镇社区卫生服务中心双塔社区卫生服务站,TE3303243300241600,未定级,无等级,未定级,49725.0
永嘉县瓯北镇社区卫生服务中心清水埠社区卫生服务站,12330324MB0X11121B,未定级,无等级,未定级,49874.0
永嘉县瓯北镇社区卫生服务中心礁头社区卫生服务站,TE3303243300210150,未定级,无等级,未定级,50287.0
永嘉县瓯北镇社区卫生服务中心襟江社区卫生服务站,TE3303243300233580,未定级,无等级,未定级,49742.0
永嘉县瓯北镇罗浮村卫生室（二）,TE3303243300221630,未定级,无等级,未定级,49906.0
永嘉县瓯北镇马岙村卫生室,TE3303243300234160,未定级,无等级,未定级,49877.0
永嘉县瓯北镇龙桥村卫生室（二）,TE3303243300219150,未定级,无等级,未定级,50022.0
永嘉县界坑乡上董村卫生室,TE3303243300370860,未定级,无等级,未定级,50119.0
永嘉县界坑乡兴法村卫生室,TE3303243300370850,未定级,无等级,未定级,50120.0
永嘉县界坑乡卫生院,12330324742025688C,未定级,无等级,未定级,49853.0
永嘉县界坑乡杨庄村卫生室,TE3303243300249630,未定级,无等级,未定级,50009.0
永嘉县界坑乡盛山村卫生室,TE3303243300579190,未定级,无等级,未定级,49854.0
永嘉县疾病预防控制中心预防保健门诊部,TE3303243300243130,未定级,无等级,未定级,50288.0
永嘉县看守所医务室,TE3303243300244660,未定级,无等级,未定级,49786.0
永嘉县碧莲镇东庄村卫生室,TE3303243300370950,未定级,无等级,未定级,49968.0
永嘉县碧莲镇中心卫生院大岙分院,TE3303243300198350,未定级,无等级,未定级,49949.0
永嘉县碧莲镇中心卫生院山坑分院,TE3303243300241370,未定级,无等级,未定级,49946.0
永嘉县碧莲镇中心卫生院应坑分院,TE3303243300241220,未定级,无等级,未定级,49952.0
永嘉县碧莲镇北溪村卫生室,TE3303243300371210,未定级,无等级,未定级,49970.0
永嘉县碧莲镇小巨村卫生室,TE3303243300462780,未定级,无等级,未定级,49942.0
永嘉县碧莲镇应一村卫生室,TE3303243300371140,未定级,无等级,未定级,49966.0
永嘉县碧莲镇新岙村卫生室,TE3303243300371040,未定级,无等级,未定级,49951.0
永嘉县碧莲镇梧岙村卫生室,TE3303243300370940,未定级,无等级,未定级,49936.0
永嘉县碧莲镇汤店村卫生室,TE3303243300371100,未定级,无等级,未定级,49963.0
永嘉县碧莲镇炉熊村卫生室,TE3303243300578250,未定级,无等级,未定级,49941.0
永嘉县碧莲镇茶岙村卫生室,TE3303243300371230,未定级,无等级,未定级,49964.0
永嘉县碧莲镇黄岗村卫生室,TE3303243300371050,未定级,无等级,未定级,49935.0
永嘉县茗岙乡卫生院,12330324740538287G,未定级,无等级,未定级,49747.0
永嘉县茗岙乡石田坑村卫生室,TE3303243300371290,未定级,无等级,未定级,49741.0
永嘉县金溪镇中心卫生院,12330324742027907G,未定级,无等级,未定级,49737.0
永嘉县金溪镇中心卫生院瓯渠卫生服务站,TE3303243300230410,未定级,无等级,未定级,49884.0
永嘉县金溪镇吴宅村卫生室,TE3303243300244950,未定级,无等级,未定级,49985.0
永嘉县金溪镇坦头垟村卫生室,TE3303243300251760,未定级,无等级,未定级,50007.0
永嘉县金溪镇茶一村卫生室,TE3303243300248540,未定级,无等级,未定级,50002.0
永嘉县鲤溪乡福佑村卫生室,TE3303243300251020,未定级,无等级,未定级,49903.0
永嘉县鹤盛镇上日川村卫生室,123303247405293800,未定级,无等级,未定级,49816.0
永嘉县鹤盛镇下家岙村卫生室,TE3303243300576060,未定级,无等级,未定级,49815.0
永嘉县黄田街道上白岩村卫生室,TE3303243300251490,未定级,无等级,未定级,49774.0
永嘉县黄田街道东联村卫生室,TE3303243300247800,未定级,无等级,未定级,49808.0
永嘉县黄田街道凤屿村卫生室,TE3303243300202360,未定级,无等级,未定级,49783.0
永嘉县黄田街道千石村卫生室(三),TE3303243300238330,未定级,无等级,未定级,49807.0
永嘉县黄田街道千石村卫生室,TE3303243300252650,未定级,无等级,未定级,49811.0
永嘉县黄田街道千石村卫生室（二）,TE3303243300242030,未定级,无等级,未定级,49806.0
永嘉县黄田街道千石村卫生室（四）,TE3303243300496360,未定级,无等级,未定级,49821.0
永嘉县黄田街道埭下村卫生室,TE3303243300242230,未定级,无等级,未定级,49822.0
永嘉县黄田街道夹里村卫生室,TE3303243300207390,未定级,无等级,未定级,49859.0
永嘉县黄田街道新寿湾村卫生室,TE3303243300245950,未定级,无等级,未定级,49809.0
永嘉县黄田街道江边村卫生室,TE3303243300222890,未定级,无等级,未定级,49796.0
永嘉县黄田街道珠江村卫生室,TE3303243300232540,未定级,无等级,未定级,49824.0
永嘉县黄田街道社区卫生服务中心,123303247405342358,未定级,无等级,未定级,49837.0
永嘉县黄田街道社区卫生服务中心池头社区卫生服务站,TE3303243300232890,未定级,无等级,未定级,49825.0
永嘉县黄田街道雅村村卫生室,TE3303243300242620,未定级,无等级,未定级,49797.0
永嘉县黄田街道雅林村卫生室(二),TE3303243300222110,未定级,无等级,未定级,50276.0
永嘉县黄田街道雅林村卫生室,TE3303243300250390,未定级,无等级,未定级,50277.0
永嘉县黄田街道黄浦村卫生室,TE3303243300248270,未定级,无等级,未定级,49810.0
永嘉县黄田街道黄田岭下村卫生室,TE3303243300252760,未定级,无等级,未定级,49857.0
永嘉双佳口腔门诊部,92330324MA2C1EC28K,未定级,无等级,未定级,49852.0
永嘉叶定忠中医诊所,92330324MADX4X1K2P,未定级,无等级,未定级,50127.0
永嘉叶际建中医诊所,92330324MACX2X7Q7Q,未定级,无等级,未定级,50140.0
永嘉同安医院(普通合伙）,91330324779359681Y,未定级,无等级,未定级,49832.0
永嘉吴翔中医骨伤科门诊部,92330324MA2C07GP7J,未定级,无等级,未定级,49830.0
永嘉吴阿玲中医骨伤科门诊部,TE3303243300208390,未定级,无等级,未定级,50274.0
永嘉周源铸中医诊所,TE3303243300519790,未定级,无等级,未定级,50129.0
永嘉嘉城妇产专科医院,91330324560975391G,未定级,无等级,未定级,50102.0
永嘉大楠溪口腔门诊部,913303245658716041,未定级,无等级,未定级,50029.0
永嘉奥益佳口腔门诊部,TE3303243300512840,未定级,无等级,未定级,49883.0
永嘉姜晓敏中医诊所,91330324MA2H9CAA3G,未定级,无等级,未定级,50280.0
永嘉广顺口腔门诊部,TE3303243300556560,未定级,无等级,未定级,49818.0
永嘉康诚医院,TE3303243300574490,未定级,无等级,未定级,50137.0
永嘉开泰口腔门诊部,92330324MA296TQG7Q,未定级,无等级,未定级,49839.0
永嘉张新中医诊所,92330324MAE68Q0W47,未定级,无等级,未定级,50105.0
永嘉张清滢中医诊所,92330324MA2L94YR7Q,未定级,无等级,未定级,50099.0
永嘉快乐口腔门诊部,TE3303243300432840,未定级,无等级,未定级,49794.0
永嘉恒美口腔门诊部,91330324MA287UBWXY,未定级,无等级,未定级,49744.0
永嘉明皓口腔门诊部,TE3303243300441550,未定级,无等级,未定级,49803.0
永嘉晓春口腔门诊部,TE3303243300583260,未定级,无等级,未定级,50021.0
永嘉暄妍口腔门诊部,91330324077562263T,未定级,无等级,未定级,49982.0
永嘉李娜中医诊所,92330324MACTJKX972,未定级,无等级,未定级,50198.0
永嘉桥下郑伟光口腔门诊部,92330324MA286CQWOP,未定级,无等级,未定级,49957.0
永嘉梁伟华中医诊所,92330324MAD5UYUM2Q,未定级,无等级,未定级,50139.0
永嘉楠枫口腔门诊部,913303243278984221,未定级,无等级,未定级,50027.0
永嘉楠江口腔门诊部,TE3303243300199240,未定级,无等级,未定级,49799.0
永嘉民安医院,TE3303243300556550,未定级,无等级,未定级,49833.0
永嘉江北医院,91330324MA294WE905,未定级,无等级,未定级,50114.0
永嘉江南医院,TE3303243300253080,未定级,无等级,未定级,50282.0
永嘉洁雅口腔门诊部,92330324MA2876J974,未定级,无等级,未定级,49823.0
永嘉济德口腔门诊部,TE3303243300507740,未定级,无等级,未定级,49851.0
永嘉温州叶同仁医药连锁有限公司屿北中医诊所,91330324MA2ARQCN2M,未定级,无等级,未定级,50286.0
永嘉温州市苏吴中医药科技有限公司碧莲中医诊所,91330324MACYTAFY9Q,未定级,无等级,未定级,50147.0
永嘉温州益医堂中医健康管理有限公司蔡桥中医诊所,91330324MAEP32HR64,未定级,无等级,未定级,50089.0
永嘉滕成俊中医诊所,92330324MA2L2X3Q2D,未定级,无等级,未定级,50272.0
永嘉潘建书中医诊所,92330324MAD8NR3U1G,未定级,无等级,未定级,50136.0
永嘉潘玉庭中西医诊所,TE3303243300250740,未定级,无等级,未定级,50275.0
永嘉爱珍妇科门诊部,91330324760174476E,未定级,无等级,未定级,49746.0
永嘉牙牙乐口腔门诊部,PDY82600633032417D,未定级,无等级,未定级,49986.0
永嘉瑞金医院,91330324796478084j,未定级,无等级,未定级,49984.0
永嘉瓯江口腔医院（普通合伙）,91330324551795639J,未定级,无等级,未定级,49756.0
永嘉瓯江口腔门诊部（普通合伙）,TE3303243300253030,未定级,无等级,未定级,50289.0
永嘉皓齿口腔门诊部,92330324MA2AU5B584,未定级,无等级,未定级,49736.0
永嘉矫容口腔门诊部,91330324337041502Q,未定级,无等级,未定级,49997.0
永嘉苏吴氏骨伤专科医院,91330324586270699D,未定级,无等级,未定级,50112.0
永嘉菇溪口腔门诊部,TE3303243300251930,未定级,无等级,未定级,50063.0
